"seqnames","start","end","width","strand","V4","V5","V6","V7","V8","V9","V10","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"chr20",40797385,40797874,490,"*",".",776,".",28.83739,-1,5.02121,245,"Intron (ENST00000758964.1/101927098, intron 1 of 5)",20,40696849,40866186,169338,2,"101927098","ENST00000758964.1",68312,"ENSG00000229771","LOC101927098","uncharacterized LOC101927098"
"chr11",117098657,117099146,490,"*",".",1000,".",28.83669,-1,5.02121,245,"Promoter (<=1kb)",11,116845593,117098437,252845,2,"23387","ENST00000446921.6",-220,"ENSG00000160584","SIK3","SIK family kinase 3"
"chr4",94127700,94128189,490,"*",".",958,".",28.83603,-1,5.02121,245,"Intron (ENST00000501965.2/101929210, intron 6 of 8)",4,94148238,94149507,1270,1,"124900734","ENST00000726921.1",-20049,NA,"LOC124900734","uncharacterized LOC124900734"
"chr13",21296913,21297402,490,"*",".",959,".",28.83596,-1,5.02121,245,"Promoter (<=1kb)",13,21283487,21297156,13670,2,"101928764","ENST00000689689.1",0,"ENSG00000290911","LOC101928764","coiled-coil domain-containing protein 144B"
"chr13",48976161,48976650,490,"*",".",939,".",28.8331,-1,5.02121,245,"Promoter (<=1kb)",13,48976609,49209778,233170,1,"22862","ENST00000541916.5",0,"ENSG00000102531","FNDC3A","fibronectin type III domain containing 3A"
"chr15",70907692,70908181,490,"*",".",958,".",28.83233,-1,5.02121,245,"Promoter (<=1kb)",15,70907450,70963883,56434,1,"54839","ENST00000561285.5",242,"ENSG00000137821","LRRC49","leucine rich repeat containing 49"
"chr4",3418358,3418847,490,"*",".",774,".",28.8297,-1,5.02121,245,"Promoter (<=1kb)",4,3417513,3428137,10625,1,"6002","ENST00000515521.5",845,"ENSG00000159788","RGS12","regulator of G protein signaling 12"
"chr22",46737514,46738003,490,"*",".",817,".",28.82918,-1,5.02121,245,"Promoter (<=1kb)",22,46735159,46738090,2932,2,"105373077","ENST00000460254.1",87,NA,"LOC105373077","uncharacterized LOC105373077"
"chr20",10536447,10536936,490,"*",".",669,".",28.8278,-1,5.02121,245,"Intron (ENST00000334534.10/128710, intron 2 of 7)",20,10598675,10636829,38155,1,"128710","ENST00000488816.1",-61739,"ENSG00000149346","SLX4IP","SLX4 interacting protein"
"chr16",2560884,2561033,150,"*",".",895,".",28.82567,-1,5.02121,80,"Intron (ENST00000566659.1/5170, intron 1 of 4)",16,2557444,2561879,4436,1,"5170","ENST00000460496.1",3440,"ENSG00000140992","PDPK1","3-phosphoinositide dependent protein kinase 1"
"chr19",29716468,29717002,535,"*",".",876,".",28.82542,-1,5.02121,432,"Promoter (<=1kb)",19,29702789,29715789,13001,2,"83636","ENST00000614091.5",-679,"ENSG00000131943","C19orf12","chromosome 19 open reading frame 12"
"chr8",133582025,133582514,490,"*",".",882,".",28.82474,-1,5.02121,245,"Distal Intergenic",8,133572138,133573861,1724,1,"119545630","ENST00000561761.4",9887,NA,"ST3GAL1-DT","ST3GAL1 divergent transcript"
"chr15",78756141,78756630,490,"*",".",968,".",28.82414,-1,5.02121,245,"Distal Intergenic",15,78752107,78753373,1267,1,"646938","ENST00000434914.1",4034,"ENSG00000290424","LOC646938","TBC1 domain family member 2B pseudogene"
"chr4",173231893,173232382,490,"*",".",941,".",28.82287,-1,5.02121,245,"Intron (ENST00000512285.5/51809, intron 1 of 5)",4,173268160,173268233,74,1,"100422849","ENST00000408369.2",-35778,"ENSG00000221296","MIR548T","microRNA 548t"
"chr14",71050119,71050608,490,"*",".",953,".",28.82209,-1,5.02121,245,"Promoter (<=1kb)",14,71050658,71060742,10085,1,"22990","ENST00000556516.1",-50,"ENSG00000100731","PCNX1","pecanex 1"
"chr2",10042476,10042965,490,"*",".",871,".",28.82088,-1,5.02121,245,"Promoter (<=1kb)",2,10034340,10042787,8448,2,"101929882","ENST00000837799.1",0,NA,"KLF11-DT","KLF11 divergent transcript"
"chr11",9506705,9507213,509,"*",".",1000,".",28.80992,-1,5.02121,452,"Intron (ENST00000396604.5/7702, intron 11 of 15)",11,9512497,9525479,12983,1,"7702","ENST00000447186.1",-5284,"ENSG00000166478","ZNF143","zinc finger protein 143"
"chr11",3021167,3021656,490,"*",".",728,".",28.80646,-1,5.02121,245,"Intron (ENST00000531387.5/833, intron 10 of 22)",11,3019190,3029057,9868,2,"833","ENST00000465240.1",7401,"ENSG00000110619","CARS1","cysteinyl-tRNA synthetase 1"
"chr8",127400579,127401067,489,"*",".",1000,".",28.80445,-1,5.02121,458,"Promoter (<=1kb)",8,127400399,127402150,1752,1,"101805488","ENST00000630920.1",180,"ENSG00000280997","CCAT2","colon cancer associated transcript 2"
"chr3",66378190,66378679,490,"*",".",886,".",28.80157,-1,5.02121,245,"3' UTR",3,66380225,66404410,24186,2,"26018","ENST00000495037.1",25731,"ENSG00000144749","LRIG1","leucine rich repeats and immunoglobulin like domains 1"
"chr18",77059553,77059947,395,"*",".",1000,".",28.79458,-1,5.02121,379,"Intron (ENST00000355994.7/4155, intron 3 of 8)",18,76984795,77087582,102788,2,"4155","ENST00000580473.5",27635,"ENSG00000197971","MBP","myelin basic protein"
"chr14",74638086,74638575,490,"*",".",619,".",28.79444,-1,5.02121,245,"Distal Intergenic",14,74653437,74664065,10629,2,"9870","ENST00000554070.1",25490,"ENSG00000119682","AREL1","apoptosis resistant E3 ubiquitin protein ligase 1"
"chr2",9371350,9371839,490,"*",".",933,".",28.78377,-1,5.02121,245,"Intron (ENST00000315273.4/8853, intron 16 of 26)",2,9388294,9400769,12476,1,"8853","ENST00000491413.1",-16455,"ENSG00000151693","ASAP2","ArfGAP with SH3 domain, ankyrin repeat and PH domain 2"
"chr20",5788367,5788820,454,"*",".",1000,".",28.78283,-1,5.02121,406,"Intron (ENST00000303142.11/149840, intron 2 of 2)",20,5750453,5863304,112852,1,"149840","ENST00000442185.1",37914,"ENSG00000171984","SHLD1","shieldin complex subunit 1"
"chr11",64234794,64235283,490,"*",".",927,".",28.78081,-1,5.02121,245,"Promoter (<=1kb)",11,64234584,64239264,4681,1,"7423","ENST00000426086.3",210,"ENSG00000173511","VEGFB","vascular endothelial growth factor B"
"chr10",125448541,125449030,490,"*",".",887,".",28.77768,-1,5.02121,245,"Distal Intergenic",10,125467972,125489850,21879,2,"105378543","ENST00000813027.1",40820,NA,"LOC105378543","uncharacterized LOC105378543"
"chr15",85168793,85169282,490,"*",".",923,".",28.77501,-1,5.02121,245,"Distal Intergenic",15,85177990,85207577,29588,2,"101929479","ENST00000837470.1",38295,NA,"LOC101929479","golgin A2 pseudogene"
"chr17",1122861,1123348,488,"*",".",1000,".",28.76964,-1,5.02121,458,"Promoter (2-3kb)",17,1005791,1125755,119965,2,"29","ENST00000574437.5",2407,"ENSG00000159842","ABR","ABR activator of RhoGEF and GTPase"
"chr16",12095106,12095668,563,"*",".",1000,".",28.76806,-1,5.02121,461,"Exon (ENST00000566957.1/ENST00000566957.1, exon 1 of 2)",16,12086746,12090302,3557,2,"642696","ENST00000312019.2",-4804,NA,"LOC642696","uncharacterized LOC642696"
"chr1",156125919,156126408,490,"*",".",953,".",28.76711,-1,5.02121,245,"Promoter (<=1kb)",1,156126160,156140013,13854,1,"4000","ENST00000448611.6",0,"ENSG00000160789","LMNA","lamin A/C"
"chr6",1552389,1552878,490,"*",".",975,".",28.7644,-1,5.02121,245,"Promoter (2-3kb)",6,1528364,1555162,26799,2,"102723944","ENST00000808989.1",2284,"ENSG00000272279","LOC102723944","uncharacterized LOC102723944"
"chr7",91953484,91953973,490,"*",".",948,".",28.7634,-1,5.02121,245,"Intron (ENST00000680072.1/10142, intron 1 of 48)",7,91941100,92110582,169483,1,"10142","ENST00000359028.7",12384,"ENSG00000127914","AKAP9","A-kinase anchoring protein 9"
"chr4",77358464,77358953,490,"*",".",842,".",28.76299,-1,5.02121,245,"Intron (ENST00000497512.5/901, intron 10 of 11)",4,77394491,77494286,99796,2,"105377295","ENST00000513871.1",135333,NA,"LOC105377295","uncharacterized LOC105377295"
"chr14",104000987,104001476,490,"*",".",789,".",28.76135,-1,5.02121,245,"Intron (ENST00000409874.9/122402, intron 13 of 35)",14,104005156,104007180,2025,1,"122402","ENST00000466378.1",-3680,"ENSG00000156414","TDRD9","tudor domain containing 9"
"chr2",135893490,135893979,490,"*",".",635,".",28.76045,-1,5.02121,245,"Distal Intergenic",2,135839626,135876443,36818,2,"4175","ENST00000264156.3",-17047,"ENSG00000076003","MCM6","minichromosome maintenance complex component 6"
"chr13",42041687,42042176,490,"*",".",964,".",28.75909,-1,5.02121,245,"Promoter (1-2kb)",13,42040036,42229755,189720,1,"160851","ENST00000379274.6",1651,"ENSG00000102780","DGKH","diacylglycerol kinase eta"
"chr10",79195439,79196015,577,"*",".",1000,".",28.75831,-1,5.02121,413,"Intron (ENST00000334512.10/57178, intron 4 of 24)",10,79243669,79291085,47417,1,"57178","ENST00000472035.5",-47654,"ENSG00000108175","ZMIZ1","zinc finger MIZ-type containing 1"
"chr1",219065379,219065868,490,"*",".",938,".",28.75813,-1,5.02121,245,"Intron (ENST00000811048.1/643723, intron 3 of 4)",1,218976689,219092268,115580,2,"643723","ENST00000811093.1",26400,"ENSG00000228063","LYPLAL1-DT","LYPLAL1 divergent transcript"
"chr12",105235614,105236103,490,"*",".",962,".",28.75686,-1,5.02121,245,"Promoter (<=1kb)",12,105174208,105236083,61876,2,"55198","ENST00000551662.5",0,"ENSG00000136044","APPL2","adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 2"
"chr3",69671119,69671543,425,"*",".",929,".",28.75607,-1,5.02121,395,"Distal Intergenic",3,69739456,69965628,226173,1,"4286","ENST00000687384.1",-67913,"ENSG00000187098","MITF","melanocyte inducing transcription factor"
"chr2",100381113,100381631,519,"*",".",1000,".",28.75433,-1,5.02121,453,"Distal Intergenic",2,100397936,100415845,17910,2,"9486","ENST00000420858.5",34214,"ENSG00000115526","CHST10","carbohydrate sulfotransferase 10"
"chr6",26493272,26493761,490,"*",".",785,".",28.74897,-1,5.02121,245,"Exon (ENST00000770281.1/107986583, exon 3 of 6)",6,26500303,26510425,10123,1,"696","ENST00000684113.1",-6542,"ENSG00000124557","BTN1A1","butyrophilin subfamily 1 member A1"
"chr9",764190,764679,490,"*",".",924,".",28.74811,-1,5.02121,245,"Promoter (2-3kb)",9,750263,761561,11299,2,"124902109","ENST00000817015.1",-2629,NA,"LOC124902109","uncharacterized LOC124902109"
"chr16",35432053,35432542,490,"*",".",873,".",28.74668,-1,5.02121,245,"Intron (ENST00000831924.1/105371201, intron 3 of 3)",16,35450865,35458154,7290,1,"105371203","ENST00000758661.1",-18323,NA,"LOC105371203","uncharacterized LOC105371203"
"chr2",11417911,11418400,490,"*",".",955,".",28.74477,-1,5.02121,245,"Promoter (2-3kb)",2,11420848,11426581,5734,1,"105373429","ENST00000746800.1",-2448,"ENSG00000285569","LOC105373429","uncharacterized LOC105373429"
"chr22",42374621,42375110,490,"*",".",959,".",28.74427,-1,5.02121,245,"Distal Intergenic",22,42364387,42369300,4914,2,"102723775","ENST00000653912.3",-5321,"ENSG00000229891","LINC01315","long intergenic non-protein coding RNA 1315"
"chr8",8198875,8199364,490,"*",".",914,".",28.74414,-1,5.02121,245,"Exon (ENST00000642083.1/ENST00000642083.1, exon 7 of 7)",8,8134587,8184916,50330,2,"105379219","ENST00000834308.1",-13959,NA,"FAM85B","family with sequence similarity 85 member B"
"chr16",21356285,21356774,490,"*",".",863,".",28.74242,-1,5.02121,245,"Distal Intergenic",16,21349155,21354031,4877,1,"100652781","ENST00000841312.1",7130,NA,"SNX29P1","sorting nexin 29 pseudogene 1"
"chr1",121511803,121512292,490,"*",".",747,".",28.74193,-1,5.02121,245,"Exon (ENST00000791728.1/ENST00000791728.1, exon 1 of 5)",1,121519012,121564903,45892,1,"647121","ENST00000692042.3",-6720,"ENSG00000291141","EMBP1","embigin pseudogene 1"
"chr19",40425429,40425918,490,"*",".",816,".",28.74177,-1,5.02121,245,"Promoter (<=1kb)",19,40421589,40425992,4404,2,"29950","ENST00000357949.5",74,"ENSG00000197019","SERTAD1","SERTA domain containing 1"
"chr17",73232059,73232548,490,"*",".",672,".",28.74144,-1,5.02121,245,"Promoter (<=1kb)",17,73232233,73245339,13107,1,"55028","ENST00000255557.8",0,"ENSG00000141219","MTNAP1","mitochondrial nucleoid associated protein 1"
"chr21",21101870,21102359,490,"*",".",968,".",28.7376,-1,5.02121,245,"Intron (ENST00000400546.6/4685, intron 1 of 17)",21,20998409,21543329,544921,1,"4685","ENST00000400546.6",103461,"ENSG00000154654","NCAM2","neural cell adhesion molecule 2"
"chr17",60139976,60140465,490,"*",".",1000,".",28.73566,-1,5.02121,245,"Exon (ENST00000592317.1/ENST00000592317.1, exon 1 of 2)",17,60126535,60135745,9211,2,"100996660","ENST00000687376.2",-4231,"ENSG00000267248","LOC100996660","uncharacterized LOC100996660"
"chr8",94896447,94896936,490,"*",".",565,".",28.73538,-1,5.02121,245,"Promoter (<=1kb)",8,94879770,94896678,16909,2,"9134","ENST00000520509.5",0,"ENSG00000175305","CCNE2","cyclin E2"
"chr6",43496601,43497090,490,"*",".",905,".",28.73527,-1,5.02121,245,"Promoter (<=1kb)",6,43496988,43505661,8674,1,"93643","ENST00000612912.5",0,"ENSG00000137221","TJAP1","tight junction associated protein 1"
"chr20",7094387,7094840,454,"*",".",1000,".",28.73192,-1,5.02121,436,"Intron (ENST00000425900.1/ENST00000425900.1, intron 1 of 1)",20,7146459,7155932,9474,2,"101929265","ENST00000716638.2",61092,"ENSG00000228888","LINC01428","long intergenic non-protein coding RNA 1428"
"chr5",174020315,174020804,490,"*",".",970,".",28.7315,-1,5.02121,245,"Distal Intergenic",5,174045706,174064475,18770,1,"51617","ENST00000517902.5",-24902,"ENSG00000170091","NSG2","neuronal vesicle trafficking associated 2"
"chr20",59082132,59082621,490,"*",".",567,".",28.7304,-1,5.02121,245,"Distal Intergenic",20,59063509,59064261,753,1,"124904943","ENST00000834039.1",18623,"ENSG00000308438","LOC124904943","uncharacterized LOC124904943"
"chr2",199739700,199740322,623,"*",".",936,".",28.72383,-1,5.02121,522,"Promoter (<=1kb)",2,199662777,199739957,77181,2,"348751","ENST00000761469.1",0,"ENSG00000226124","FTCDNL1","formiminotransferase cyclodeaminase N-terminal like"
"chr2",151437723,151438212,490,"*",".",638,".",28.72205,-1,5.02121,245,"Intron (ENST00000453091.6/55183, intron 13 of 34)",2,151420225,151423760,3536,1,"55183","ENST00000498041.1",17498,"ENSG00000080345","RIF1","replication timing regulatory factor 1"
"chr13",33069343,33069832,490,"*",".",969,".",28.72186,-1,5.02121,245,"Distal Intergenic",13,33111784,33113193,1410,2,"90627","ENST00000491333.1",43361,"ENSG00000133121","STARD13","StAR related lipid transfer domain containing 13"
"chr7",112134067,112134556,490,"*",".",564,".",28.72125,-1,5.02121,245,"Intron (ENST00000428084.6/9732, intron 1 of 52)",7,111862883,112206394,343512,2,"9732","ENST00000476846.5",71838,"ENSG00000128512","DOCK4","dedicator of cytokinesis 4"
"chr5",6711892,6712381,490,"*",".",975,".",28.72055,-1,5.02121,245,"Promoter (1-2kb)",5,6713432,6757044,43613,1,"11044","ENST00000230859.8",-1051,"ENSG00000112941","TENT4A","terminal nucleotidyltransferase 4A"
"chr16",55464966,55465568,603,"*",".",1000,".",28.71941,-1,5.02121,512,"Promoter (2-3kb)",16,55427558,55462297,34740,2,"107984884","ENST00000569037.5",-2669,NA,"MMP2-AS1","MMP2 antisense RNA 1"
"chrX",2644487,2644976,490,"*",".",964,".",28.71625,-1,5.02121,245,"Intron (ENST00000840731.1/401577, intron 8 of 8)",23,2618763,2638329,19567,1,"401577","ENST00000840767.1",25724,"ENSG00000291040","CD99P1","CD99 molecule pseudogene 1"
"chr11",36509903,36510671,769,"*",".",1000,".",28.71589,-1,5.02121,653,"Promoter (<=1kb)",11,36510372,36579762,69391,1,"5896","ENST00000697713.1",0,"ENSG00000166349","RAG1","recombination activating 1"
"chr12",569651,570155,505,"*",".",1000,".",28.71471,-1,5.02121,477,"Intron (ENST00000305108.10/4815, intron 1 of 3)",12,585689,586479,791,2,"105369595","ENST00000780543.1",16324,"ENSG00000256020","LOC105369595","uncharacterized LOC105369595"
"chr10",79001310,79001799,490,"*",".",759,".",28.71356,-1,5.02121,245,"Exon (ENST00000427035.1/ENST00000427035.1, exon 2 of 2)",10,78943326,78978018,34693,2,"283050","ENST00000838138.1",-23292,"ENSG00000224596","ZMIZ1-AS1","ZMIZ1 antisense RNA 1"
"chr13",45310995,45311454,460,"*",".",1000,".",28.71317,-1,5.02121,450,"Distal Intergenic",13,45336314,45336447,134,2,"109616966","ENST00000517242.1",24993,"ENSG00000253051","SNORA31B","small nucleolar RNA, H/ACA box 31B"
"chr17",29291333,29291822,490,"*",".",925,".",28.71293,-1,5.02121,245,"Promoter (2-3kb)",17,29264399,29294115,29717,2,"57532","ENST00000579665.1",2293,"ENSG00000108256","NUFIP2","nuclear FMR1 interacting protein 2"
"chr20",2524276,2524839,564,"*",".",1000,".",28.71004,-1,5.02121,479,"Promoter (<=1kb)",20,2481823,2524522,42700,2,"79175","ENST00000612935.4",0,"ENSG00000088876","ZNF343","zinc finger protein 343"
"chr17",59786283,59786772,490,"*",".",967,".",28.70972,-1,5.02121,245,"Exon (ENST00000834544.1/ENST00000834544.1, exon 1 of 1)",17,59837237,59840593,3357,1,"81671","ENST00000710771.1",-50465,"ENSG00000062716","VMP1","vacuole membrane protein 1"
"chr22",39543105,39543594,490,"*",".",962,".",28.7054,-1,5.02121,245,"Distal Intergenic",22,39529156,39532761,3606,2,"91582","ENST00000420879.5",-10344,"ENSG00000187051","RPS19BP1","ribosomal protein S19 binding protein 1"
"chrX",57582906,57583395,490,"*",".",910,".",28.70462,-1,5.02121,245,"Distal Intergenic",23,57592011,57597477,5467,1,"158586","ENST00000374888.3",-8616,"ENSG00000198455","ZXDB","zinc finger X-linked duplicated B"
"chr1",9128546,9129035,490,"*",".",768,".",28.70403,-1,5.02121,245,"Promoter (<=1kb)",1,9111169,9128781,17613,2,"80045","ENST00000466131.1",0,"ENSG00000180758","GPR157","G protein-coupled receptor 157"
"chr11",67357109,67357232,124,"*",".",950,".",28.70289,-1,5.02121,120,"Promoter (<=1kb)",11,67351548,67356972,5425,2,"57804","ENST00000532830.5",-137,"ENSG00000175482","POLD4","DNA polymerase delta 4, accessory subunit"
"chr7",139946466,139946955,490,"*",".",678,".",28.7026,-1,5.02121,245,"Intron (ENST00000425687.5/6916, intron 7 of 14)",7,139953435,139963051,9617,1,"6916","ENST00000469630.1",-6480,"ENSG00000059377","TBXAS1","thromboxane A synthase 1"
"chr5",34188187,34188676,490,"*",".",716,".",28.70116,-1,5.02121,245,"Promoter (<=1kb)",5,34168761,34189432,20672,2,"114899","ENST00000829011.1",756,"ENSG00000082196","C1QTNF3","C1q and TNF related 3"
"chr3",172623663,172623784,122,"*",".",850,".",28.7006,-1,5.02121,23,"Distal Intergenic",3,172633775,172636184,2410,2,"57552","ENST00000470419.1",12400,"ENSG00000144959","NCEH1","neutral cholesterol ester hydrolase 1"
"chr5",14648569,14649007,439,"*",".",1000,".",28.7002,-1,5.02121,434,"Intron (ENST00000769786.1/728178, intron 1 of 1)",5,14651941,14653329,1389,2,"106635684","ENST00000503537.1",4322,NA,"SNORD141B","small nucleolar RNA, C/D box 141B"
"chr17",49779848,49780337,490,"*",".",903,".",28.70001,-1,5.02121,245,"Intron (ENST00000513602.5/81558, intron 1 of 7)",17,49720404,49788575,68172,2,"81558","ENST00000503720.1",8238,"ENSG00000121104","FAM117A","family with sequence similarity 117 member A"
"chr1",91529771,91530260,490,"*",".",936,".",28.69922,-1,5.02121,245,"Intron (ENST00000833639.1/102723436, intron 4 of 6)",1,91513127,91520280,7154,1,"8317","ENST00000486509.1",16644,"ENSG00000097046","CDC7","cell division cycle 7"
"chr9",124771803,124772444,642,"*",".",1000,".",28.69713,-1,5.02121,584,"Promoter (<=1kb)",9,124517275,124771311,254037,2,"2649","ENST00000487099.7",-492,"ENSG00000148200","NR6A1","nuclear receptor subfamily 6 group A member 1"
"chr5",39106292,39106781,490,"*",".",890,".",28.69673,-1,5.02121,245,"3' UTR",5,39107169,39110642,3474,2,"2533","ENST00000642942.1",3861,"ENSG00000082074","FYB1","FYN binding protein 1"
"chr1",154937444,154937933,490,"*",".",940,".",28.69577,-1,5.02121,245,"Promoter (<=1kb)",1,154924740,154936719,11980,2,"10654","ENST00000368467.4",-725,"ENSG00000163344","PMVK","phosphomevalonate kinase"
"chr10",33335006,33335495,490,"*",".",954,".",28.69485,-1,5.02121,245,"Promoter (<=1kb)",10,33211410,33335078,123669,2,"8829","ENST00000432372.6",0,"ENSG00000099250","NRP1","neuropilin 1"
"chr9",122453324,122453813,490,"*",".",896,".",28.69418,-1,5.02121,245,"Intron (ENST00000433572.3/26740, intron 6 of 6)",9,122447443,122475818,28376,1,"26740","ENST00000650686.1",5881,"ENSG00000197233","OR1J2","olfactory receptor family 1 subfamily J member 2"
"chr2",197205793,197206282,490,"*",".",928,".",28.69281,-1,5.02121,245,"Intron (ENST00000282272.15/91526, intron 1 of 27)",2,197198103,197199273,1171,1,"101927596","ENST00000810793.1",7690,"ENSG00000231621","ANKRD44-AS1","ANKRD44 antisense RNA 1"
"chr6",13099785,13100274,490,"*",".",988,".",28.69035,-1,5.02121,245,"Intron (ENST00000693693.1/221692, intron 5 of 9)",6,13053457,13230404,176948,1,"221692","ENST00000434977.1",46328,"ENSG00000112137","PHACTR1","phosphatase and actin regulator 1"
"chr10",21989483,21989972,490,"*",".",841,".",28.68682,-1,5.02121,245,"Intron (ENST00000376980.8/64215, intron 1 of 11)",10,21919903,22003399,83497,2,"64215","ENST00000447548.5",13427,"ENSG00000136770","DNAJC1","DnaJ heat shock protein family (Hsp40) member C1"
"chr6",149026426,149026915,490,"*",".",885,".",28.68315,-1,5.02121,245,"Intron (ENST00000367463.5/10090, intron 7 of 7)",6,149027066,149032702,5637,2,"105378047","ENST00000433442.2",5787,NA,"UST-AS2","UST antisense RNA 2"
"chr1",46735678,46736167,490,"*",".",813,".",28.68091,-1,5.02121,245,"Distal Intergenic",1,46694069,46719146,25078,2,"9813","ENST00000674302.1",-16532,"ENSG00000159658","EFCAB14","EF-hand calcium binding domain 14"
"chr8",80565782,80566271,490,"*",".",781,".",28.67914,-1,5.02121,245,"Distal Intergenic",8,80541300,80543104,1805,1,"123689089","ENST00000569134.1",24482,NA,"LINC02986","long intergenic non-protein coding RNA 2986"
"chr5",106875760,106876249,490,"*",".",730,".",28.67834,-1,5.02121,245,"Intron (ENST00000505997.2/102467213, intron 1 of 2)",5,106815197,106980869,165673,2,"102467213","ENST00000505997.2",104620,"ENSG00000251027","LINC01950","long intergenic non-protein coding RNA 1950"
"chr1",201408095,201408683,589,"*",".",1000,".",28.67772,-1,5.02121,503,"3' UTR",1,201386811,201399915,13105,2,"3898","ENST00000631576.1",-8180,"ENSG00000159166","LAD1","ladinin 1"
"chr2",161426676,161427165,490,"*",".",776,".",28.67727,-1,5.02121,245,"Promoter (2-3kb)",2,161424332,161771035,346704,1,"57282","ENST00000482861.5",2344,"ENSG00000144290","SLC4A10","solute carrier family 4 member 10"
"chr17",10631327,10631448,122,"*",".",851,".",28.67694,-1,5.02121,119,"Promoter (1-2kb)",17,10628526,10630029,1504,2,"4621","ENST00000579928.2",-1298,"ENSG00000109063","MYH3","myosin heavy chain 3"
"chr12",51970950,51971439,490,"*",".",761,".",28.67633,-1,5.02121,245,"Intron (ENST00000257963.9/91, intron 1 of 8)",12,51984035,51991992,7958,1,"91","ENST00000563121.1",-12596,"ENSG00000135503","ACVR1B","activin A receptor type 1B"
"chr3",130026288,130026777,490,"*",".",737,".",28.67575,-1,5.02121,245,"Distal Intergenic",3,129974720,129977935,3216,1,"7200","ENST00000302649.4",51568,"ENSG00000170893","TRH","thyrotropin releasing hormone"
"chrX",30713315,30713445,131,"*",".",693,".",28.67387,-1,5.02121,103,"Intron (ENST00000378943.7/2710, intron 12 of 19)",23,30720618,30721191,574,1,"2710","ENST00000378938.1",-7173,"ENSG00000198814","GK","glycerol kinase"
"chr19",54682318,54682807,490,"*",".",946,".",28.67096,-1,5.02121,245,"Distal Intergenic",19,54666286,54667038,753,1,"11006","ENST00000461262.1",16032,"ENSG00000186818","LILRB4","leukocyte immunoglobulin like receptor B4"
"chr1",60281287,60281776,490,"*",".",881,".",28.67089,-1,5.02121,245,"Distal Intergenic",1,60251629,60277444,25816,2,"105378761","ENST00000834475.1",-3843,NA,"LOC105378761","uncharacterized LOC105378761"
"chr11",62621820,62622309,490,"*",".",833,".",28.66696,-1,5.02121,245,"Promoter (<=1kb)",11,62615296,62621986,6691,2,"26229","ENST00000265471.10",0,"ENSG00000149541","B3GAT3","beta-1,3-glucuronyltransferase 3"
"chr3",79361693,79362182,490,"*",".",663,".",28.66617,-1,5.02121,245,"Intron (ENST00000464233.6/6091, intron 2 of 30)",3,79411714,79470658,58945,1,"101927374","ENST00000660849.1",-49532,NA,"LOC101927374","uncharacterized LOC101927374"
"chr6",163427783,163428272,490,"*",".",950,".",28.66574,-1,5.02121,245,"Promoter (<=1kb)",6,163428995,163534984,105990,1,"9444","ENST00000545346.1",-723,"ENSG00000112531","QKI","QKI, KH domain containing RNA binding"
"chr11",84714258,84714747,490,"*",".",626,".",28.66417,-1,5.02121,245,"Intron (ENST00000398309.6/1740, intron 1 of 22)",11,83459375,84720581,1261207,2,"1740","ENST00000706267.1",5834,"ENSG00000150672","DLG2","discs large MAGUK scaffold protein 2"
"chr10",95601130,95601540,411,"*",".",1000,".",28.6613,-1,5.02121,411,"Distal Intergenic",10,95611256,95616697,5442,2,"5832","ENST00000485428.1",15157,"ENSG00000059573","ALDH18A1","aldehyde dehydrogenase 18 family member A1"
"chr5",62305689,62306178,490,"*",".",840,".",28.65214,-1,5.02121,245,"Promoter (<=1kb)",5,62306162,62385676,79515,1,"3796","ENST00000401507.7",0,"ENSG00000068796","KIF2A","kinesin family member 2A"
"chr3",66407727,66408204,478,"*",".",1000,".",28.65019,-1,5.02121,413,"Promoter (1-2kb)",3,66378798,66406213,27416,2,"26018","ENST00000496559.6",-1514,"ENSG00000144749","LRIG1","leucine rich repeats and immunoglobulin like domains 1"
"chr19",16801608,16802097,490,"*",".",972,".",28.65012,-1,5.02121,245,"Exon (ENST00000601661.1/ENST00000601661.1, exon 2 of 2)",19,16789004,16807684,18681,1,"284434","ENST00000674103.1",12604,"ENSG00000188039","NWD1","NACHT and WD repeat domain containing 1"
"chr11",73761006,73761495,490,"*",".",874,".",28.64809,-1,5.02121,245,"Promoter (<=1kb)",11,73761177,73762133,957,1,"124902711","ENST00000722613.1",0,NA,"LOC124902711","uncharacterized LOC124902711"
"chr14",105075287,105075776,490,"*",".",760,".",28.64687,-1,5.02121,245,"Intron (ENST00000823354.1/102723354, intron 1 of 3)",14,105049397,105065445,16049,2,"29933","ENST00000392585.2",-9842,"ENSG00000183484","GPR132","G protein-coupled receptor 132"
"chr8",116766185,116766579,395,"*",".",1000,".",28.64531,-1,5.02121,373,"Promoter (<=1kb)",8,116766505,116849286,82782,1,"112268030","ENST00000521703.5",0,NA,"LOC112268030","uncharacterized LOC112268030"
"chr18",61502434,61502923,490,"*",".",843,".",28.64499,-1,5.02121,245,"Intron (ENST00000262717.9/28316, intron 4 of 11)",18,61490542,61555132,64591,1,"28316","ENST00000536675.2",11892,"ENSG00000101542","CDH20","cadherin 20"
